汽车品牌,车型,售价,2025-01-07,2025-01-14,2025-01-21,2025-01-28,2025-02-04,2025-02-11,2025-02-18,2025-02-25,2025-03-04,2025-03-11,2025-03-18,2025-03-25,2025-04-01,2025-04-08,2025-04-15,2025-04-22,2025-04-29,2025-05-06,2025-05-13,2025-05-20,2025-05-27,2025-06-03,2025-06-10,2025-06-17,2025-06-24,2025-07-01,2025-07-08,2025-07-15,2025-07-22,2025-07-29,2025-08-05,2025-08-12,2025-08-19,2025-08-26,2025-09-02,2025-09-09,2025-09-16
奔驰,奔驰GLC,42.78-53.13万,3727.0,3992.0,4121.0,94.0,954.0,1692.0,1909.0,2770.0,1776.0,2245.0,2585.0,3670.0,2449.0,1957.0,2163.0,3102.0,2539.0,2786.0,2252.0,2150.0,2901.0,1819.0,2699.0,3870.0,3988.0,2402.0,1417.0,1603.0,1822.0,2419.0,1602.0,2090.0,2557.0,3138.0,1968.0,2308.0,2843.0
奔驰,奔驰GLC新能源,51.80万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,0.0,26.0,0.0,26.0,23.0,34.0,32.0,33.0,23.0,28.0,31.0,35.0,33.0,18.0,25.0,19.0,40.0,25.0,40.0,43.0,59.0,40.0,45.0,54.0
奔驰,奔驰V级,49.68-66.98万,198.0,249.0,270.0,3.0,53.0,82.0,114.0,157.0,124.0,134.0,156.0,184.0,149.0,50.0,152.0,68.0,136.0,136.0,133.0,157.0,183.0,122.0,156.0,174.0,172.0,141.0,111.0,117.0,122.0,160.0,120.0,113.0,122.0,153.0,112.0,112.0,135.0
奔驰,威霆,33.68-38.68万,228.0,183.0,155.0,8.0,40.0,97.0,122.0,184.0,173.0,158.0,188.0,206.0,177.0,244.0,145.0,276.0,118.0,153.0,134.0,157.0,227.0,108.0,143.0,160.0,242.0,187.0,115.0,118.0,142.0,225.0,103.0,126.0,144.0,223.0,150.0,139.0,145.0
奥迪,奥迪A3,16.59-20.99万,1340.0,1148.0,1286.0,82.0,622.0,795.0,783.0,1108.0,868.0,1123.0,1230.0,1458.0,1125.0,918.0,1003.0,1251.0,1184.0,1422.0,1147.0,1046.0,1358.0,1042.0,1106.0,1665.0,1938.0,1249.0,975.0,1158.0,1202.0,1407.0,993.0,1121.0,1274.0,1546.0,946.0,1232.0,1442.0
奥迪,奥迪A4L,28.98-36.28万,2179.0,2359.0,2700.0,144.0,1023.0,1178.0,1140.0,1356.0,1052.0,1359.0,1463.0,1905.0,1288.0,1205.0,1204.0,1576.0,1441.0,1980.0,1539.0,1353.0,1845.0,1157.0,1254.0,2100.0,2422.0,1479.0,1129.0,1447.0,1333.0,1643.0,1035.0,1176.0,1534.0,1797.0,1052.0,1379.0,1925.0
奥迪,奥迪A5L,25.58-30.98万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,255.0,349.0,276.0,476.0,648.0,416.0,650.0,902.0
奥迪,奥迪A5L Sportback,27.99-39.99万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,131.0,53.0,63.0,187.0,262.0,574.0,491.0,776.0,756.0
奥迪,奥迪A6L,42.79-65.68万,5316.0,5675.0,6021.0,199.0,1553.0,2138.0,2428.0,2865.0,2125.0,3174.0,3055.0,3927.0,2554.0,2187.0,2739.0,3193.0,2861.0,3046.0,2627.0,2603.0,3238.0,2461.0,2740.0,4119.0,4383.0,2885.0,1957.0,2313.0,2278.0,2846.0,1913.0,2304.0,2671.0,3347.0,2080.0,2828.0,3435.0
奥迪,奥迪A7L,41.87-66.62万,631.0,772.0,1023.0,33.0,183.0,308.0,397.0,636.0,278.0,358.0,394.0,571.0,571.0,290.0,321.0,388.0,710.0,294.0,305.0,318.0,632.0,200.0,424.0,375.0,469.0,495.0,206.0,233.0,286.0,594.0,130.0,156.0,209.0,292.0,146.0,171.0,195.0
奥迪,奥迪Q2L,17.18-21.00万,87.0,95.0,140.0,6.0,69.0,128.0,116.0,143.0,108.0,140.0,139.0,176.0,113.0,110.0,105.0,115.0,119.0,124.0,105.0,71.0,98.0,81.0,154.0,105.0,112.0,83.0,91.0,71.0,73.0,93.0,67.0,64.0,65.0,79.0,61.0,56.0,58.0
奥迪,奥迪Q2L e-tron,22.68-24.38万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奥迪,奥迪Q3,25.18-29.68万,725.0,762.0,912.0,56.0,426.0,544.0,582.0,724.0,494.0,659.0,670.0,840.0,582.0,565.0,551.0,722.0,633.0,874.0,700.0,517.0,645.0,556.0,576.0,815.0,993.0,639.0,452.0,577.0,578.0,677.0,508.0,581.0,621.0,685.0,434.0,564.0,692.0
奥迪,奥迪Q3 Sportback,26.38-30.18万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,49.0,68.0,30.0,0.0,48.0,0.0,45.0,64.0,60.0,41.0,31.0,40.0,39.0,63.0,80.0,55.0,44.0,55.0,44.0,63.0,36.0,49.0,53.0,52.0,41.0,42.0,45.0
奥迪,奥迪Q4 e-tron,28.99-36.71万,159.0,184.0,131.0,4.0,57.0,94.0,105.0,151.0,113.0,199.0,250.0,291.0,162.0,161.0,170.0,189.0,119.0,141.0,187.0,164.0,163.0,159.0,119.0,172.0,175.0,116.0,78.0,195.0,232.0,119.0,58.0,65.0,82.0,104.0,82.0,101.0,144.0
奥迪,奥迪Q5 e-tron,29.85-43.25万,35.0,29.0,201.0,0.0,8.0,18.0,33.0,88.0,177.0,137.0,383.0,109.0,43.0,22.0,23.0,85.0,312.0,22.0,25.0,16.0,439.0,19.0,24.0,51.0,27.0,21.0,16.0,15.0,11.0,184.0,36.0,9.0,16.0,13.0,8.0,11.0,3.0
奥迪,奥迪Q5L,34.98-42.98万,3799.0,3957.0,4164.0,193.0,1444.0,1922.0,2027.0,2548.0,1820.0,2581.0,2695.0,3464.0,2347.0,2008.0,2200.0,2771.0,2368.0,3087.0,2314.0,2008.0,2630.0,1970.0,2416.0,3635.0,3959.0,2201.0,1486.0,1942.0,2022.0,2316.0,1508.0,1813.0,2200.0,2629.0,1639.0,2213.0,2832.0
奥迪,奥迪Q5L Sportback,37.98-42.98万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,118.0,139.0,91.0,0.0,89.0,0.0,84.0,123.0,101.0,93.0,115.0,87.0,83.0,104.0,112.0,74.0,58.0,85.0,90.0,101.0,64.0,71.0,62.0,77.0,52.0,70.0,77.0
奥迪,奥迪Q6,46.76-61.06万,106.0,117.0,149.0,1.0,26.0,45.0,59.0,83.0,76.0,138.0,180.0,216.0,147.0,150.0,163.0,203.0,251.0,148.0,197.0,187.0,413.0,101.0,178.0,204.0,270.0,228.0,99.0,135.0,143.0,251.0,79.0,180.0,141.0,162.0,108.0,107.0,128.0
奥迪,奥迪Q6L Sportback e-tron,38.98-41.98万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,6.0,4.0,4.0,8.0,6.0,31.0,44.0,39.0,16.0
奥迪,奥迪Q6L e-tron,36.98-39.98万,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,316.0,89.0,26.0,7.0,6.0,8.0,4.0,19.0,85.0,200.0,205.0,176.0,151.0,146.0
奥迪,奥迪e-tron,54.68-64.88万,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,7.0,6.0,0.0,1.0,0.0,6.0,3.0,3.0,1.0,2.0,5.0,1.0,0.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,1.0,3.0,7.0,3.0,1.0,2.0
